target,n,rf_r2,rf_spearman,rf_mae,persistence_r2,persistence_spearman,persistence_mae,null_r2,null_spearman,period,top_feat_1,top_feat_2,top_feat_3,top_feat_4,top_feat_5
degree,404,0.2386,0.4794,0.2101,-0.4857,0.2206,0.2878,-1.0864,-0.0319,nighttime,degree_pct:0.350,betweenness_pct:0.244,eigenvector_pct:0.125,clustering_pct:0.124,strength_pct:0.120
